TournamentID,Name,StartDate,EndDate,IsOver,IsInProgress,Canceled,Covered,Format,SportRadarTournamentID,Venue,Location,Par,Yards,City,State,Country,TimeZone,Purse,StartDateTime,ZipCode
356,Mayakoba Golf Classic,2019-11-14T00:00:00,2019-11-17T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,538f526e-34dc-4883-99ae-d991a66a6e9e,El Camaleon GC,"Playa del Carmen, Mex",71,7017,Playa del Carmen,NA,MEX,America/Cancun,7200000,2019-11-14T07:00:00,NA
349,Bermuda Championship,2019-10-31T00:00:00,2019-11-03T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,61a8dc0b-6f49-411e-b93d-a3e01cd721c7,Port Royal GC,"Southampton, Ber",71,6828,Southampton,NA,BER,Atlantic/Bermuda,3000000,2019-10-31T07:35:00,NA
355,WGC-HSBC CHAMPIONS,2019-10-30T00:00:00,2019-11-03T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e1a1f28c-f025-489c-ad7a-f67f20ebc72a,Sheshan International GC,"Shanghai, Chn",72,7264,Shanghai,NA,CHN,Asia/Shanghai,10250000,2019-10-30T20:45:00,NA
348,The ZOZO CHAMPIONSHIP,2019-10-23T00:00:00,2019-10-27T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,5ec88c8c-c12b-451c-878d-479323fe3e3e,Accordia Golf Narashino CC,"Chiba, Jpn",70,7041,Chiba,NA,JPN,Asia/Tokyo,9750000,2019-10-23T08:00:00,NA
399,MGM Resorts The Challenge: Japan Skins,2019-10-21T00:00:00,2019-10-21T00:00:00,FALSE,FALSE,FALSE,FALSE,Match,,Accordia Golf Narashino CC,"Chiba, Jpn",NA,NA,Chiba,NA,JPN,Asia/Tokyo,NA,NA,NA
354,THE CJ CUP @ NINE BRIDGES,2019-10-16T00:00:00,2019-10-20T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,3d8909d3-9c07-4e72-86b9-5070388ae425,Nine Bridges,"Jeju Island, Kor",72,7184,Jeju Island,NA,KOR,Asia/Seoul,9750000,2019-10-16T08:00:00,NA
347,Houston Open,2019-10-10T00:00:00,2019-10-13T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,0f0c727a-a1ca-4a7a-b1a1-61945919af00,GC of Houston,"Humble, TX",72,7441,Humble,TX,USA,America/Chicago,7500000,2019-10-10T07:15:00,NA
353,Shriners Hospitals for Children Open,2019-10-03T00:00:00,2019-10-06T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,87ffd4da-1f6b-490e-9f2b-5d5054ef0c91,TPC Summerlin,"Las Vegas, NV",71,7255,Las Vegas,NV,USA,America/Los Angeles,7000000,2019-10-04T06:40:00,NA
352,Safeway Open,2019-09-26T00:00:00,2019-09-29T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,19a43fa3-15e1-4b49-8d7c-6e7641111008,Silverado Resort and Spa North,"Napa, CA",72,7166,Napa,CA,USA,America/Los Angeles,6600000,2019-09-26T07:00:00,NA
351,Sanderson Farms Championship,2019-09-19T00:00:00,2019-09-22T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,f0d98951-e0c1-4e70-aace-bd2c76304e08,CC of Jackson,"Jackson, MS",72,7440,Jackson,MS,USA,America/Chicago,6600000,2019-09-19T07:00:00,NA
346,A Military Tribute at The Greenbrier,2019-09-12T00:00:00,2019-09-15T00:00:00,TRUE,FALSE,NA,TRUE,Stroke,97b4fe0b-a804-418e-91c3-165ef91f4eb6,The Old White TPC,"White Sulphur Springs, WV",70,7292,White Sulphur Springs,WV,USA,America/New York,7500000,NA,NA
344,Tour Championship,2019-08-22T00:00:00,2019-08-25T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,96887c44-e3c8-4aea-9a5c-fbc3c81644cb,East Lake GC,"Atlanta, GA",70,7346,Atlanta,GA,USA,America/New York,NA,2019-08-22T11:45:00,NA
343,BMW Championship,2019-08-15T00:00:00,2019-08-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e9387b4c-8f23-4763-9f83-106c4191b0dd,Olympia Fields CC (North),"Olympia Fields, IL",72,7613,Olympia Fields,IL,USA,America/Chicago,9500000,2019-08-15T09:15:00,NA
342,THE NORTHERN TRUST,2019-08-08T00:00:00,2019-08-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,9c563422-bb1c-4c13-acf7-b0ecec483412,Liberty National GC,"Jersey City, NJ",71,7370,Jersey City,NJ,USA,America/New York,9250000,2019-08-08T07:10:00,NA
341,Wyndham Championship,2019-08-01T00:00:00,2019-08-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,653944bf-08f1-4cfe-aa35-93776819ba75,Sedgefield CC,"Greensboro, NC",70,7127,Greensboro,NC,USA,America/New York,6200000,2019-08-01T07:00:00,NA
332,WGC-FedEx St. Jude Invitational,2019-07-25T00:00:00,2019-07-28T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,789bc1a2-a8a9-4b5c-be76-b3bf7ba7a650,TPC Southwind,"Memphis, TN",70,7237,Memphis,TN,USA,America/Chicago,10250000,2019-07-25T11:20:00,NA
333,Barracuda Championship,2019-07-25T00:00:00,2019-07-28T00:00:00,FALSE,FALSE,FALSE,FALSE,Stableford,13a001a9-ceb2-4bcc-87d4-4b898c7c83e4,Montreux G&CC,"Reno, NV",72,7472,Reno,NV,USA,America/Los Angeles,3500000,NA,NA
339,Barbasol Championship,2019-07-18T00:00:00,2019-07-21T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,26bfc5fb-0bae-4791-b3a3-9fa2a296533b,Keene Trace Golf Club,"Nicholasville, KY",72,7328,Nicholasville,KY,USA,America/New York,3500000,2019-07-18T08:20:00,NA
340,The Open Championship,2019-07-18T00:00:00,2019-07-21T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,4524eac8-9713-43c5-a742-290d8ab434ba,Royal Portrush Golf Club,"Portrush, Nir",71,7344,Portrush,NA,NIR,Europe/London,10750000,2019-07-18T06:35:00,NA
338,John Deere Classic,2019-07-11T00:00:00,2019-07-14T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,c46b389c-f073-44b3-b881-abeabe0bee18,TPC Deere Run,"Silvis, IL",71,7268,Silvis,IL,USA,America/Chicago,6000000,2019-07-11T06:50:00,NA
331,3M Open,2019-07-04T00:00:00,2019-07-07T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,6605bb6a-b2a3-46bc-bdab-55af688066bc,TPC Twin Cities,"Blaine, MN",71,7468,Blaine,MN,USA,America/Chicago,6400000,2019-07-04T06:50:00,NA
330,Rocket Mortgage Classic,2019-06-27T00:00:00,2019-06-30T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,599d5166-cc94-45d2-81f8-8a96b7f1c0d1,Detroit Golf Club,"Detroit, MI",72,7340,Detroit,MI,USA,America/New York,7300000,2019-06-27T06:45:00,NA
337,Travelers Championship,2019-06-20T00:00:00,2019-06-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,1a3d42a3-c571-42ad-8e72-5c5b75d55176,TPC River Highlands,"Cromwell, CT",70,6841,Cromwell,CT,USA,America/New York,7200000,2019-06-21T06:45:00,NA
336,U.S. Open,2019-06-13T00:00:00,2019-06-16T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,d59637dc-7f7a-4cd8-a4af-0c5d419a9f39,Pebble Beach Golf Links,"Pebble Beach, CA",72,6864,Pebble Beach,CA,USA,America/Los Angeles,12500000,2019-06-14T06:45:00,NA
335,RBC Canadian Open,2019-06-06T00:00:00,2019-06-09T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,b951c9f1-8c25-4619-a8d0-321f4e7dbb1c,Hamilton Golf & Country Club,"Hamilton, ON, Can",70,6967,"Hamilton, ON",NA,CAN,America/Toronto,7600000,2019-06-07T07:00:00,NA
329,the Memorial Tournament pres. by Nationwide,2019-05-30T00:00:00,2019-06-02T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,9bee5044-a964-48ec-beee-97ead6b8f357,Muirfield Village GC,"Dublin, OH",72,7392,Dublin,OH,USA,America/New York,9100000,2019-05-31T07:20:00,NA
325,Charles Schwab Challenge,2019-05-23T00:00:00,2019-05-26T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,f2e8cf1b-1e86-4503-9c33-257244936981,Colonial CC,"Fort Worth, TX",70,7209,Fort Worth,TX,USA,America/Chicago,7300000,2019-05-23T07:00:00,NA
334,PGA Championship,2019-05-16T00:00:00,2019-05-19T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,b850e0a9-c15d-4263-8122-03df781e2b8d,Bethpage State Park BK Course,"Farmingdale, NY",70,7459,Farmingdale,NY,USA,America/New York,NA,2019-05-17T06:45:00,NA
324,AT&T Byron Nelson,2019-05-09T00:00:00,2019-05-12T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,4ddaa6eb-7159-4ba0-a25f-d3ddf807bdb2,Trinity Forest Golf Club,"Dallas, TX",71,7371,Dallas,TX,USA,America/Chicago,7900000,2019-05-09T07:10:00,NA
323,Wells Fargo Championship,2019-05-02T00:00:00,2019-05-05T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,290d621b-5b2c-4387-90e9-504dc82eb481,Quail Hollow Club,"Charlotte, NC",71,7554,Charlotte,NC,USA,America/New York,7900000,2019-05-02T07:30:00,NA
322,Zurich Classic Of New Orleans,2019-04-25T00:00:00,2019-04-28T00:00:00,FALSE,FALSE,FALSE,FALSE,Team,a0863c2a-974f-4d96-a257-e95dcd1254c1,TPC Louisiana,"Avondale, LA",72,7425,Avondale,LA,USA,America/Chicago,7300000,NA,NA
321,RBC Heritage,2019-04-18T00:00:00,2019-04-21T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,6a40df9e-69ea-493c-8a15-82748ef78a88,Harbour Town GL,"Hilton Head, SC",71,7099,Hilton Head,SC,USA,America/New York,6900000,2019-04-18T07:30:00,NA
320,2019 Masters Tournament,2019-04-11T00:00:00,2019-04-14T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,fdf12aec-74d2-4f2e-9e0b-00481a32fd34,Augusta National GC,"Augusta, GA",72,7475,Augusta,GA,USA,America/New York,NA,2019-04-12T08:30:00,NA
319,Valero Texas Open,2019-04-04T00:00:00,2019-04-07T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,309310e0-52b1-42d4-bf76-7fc5637d4b40,TPC San Antonio - AT&T Oaks,"San Antonio, TX",72,7435,San Antonio,TX,USA,America/Chicago,7500000,2019-04-04T08:20:00,NA
317,Corales Puntacana Resort & Club Championship,2019-03-28T00:00:00,2019-03-31T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e13ec262-ea0e-4465-aa91-78fced5f2cc8,Corales Golf Club,"Punta Cana, Dom",72,7670,Punta Cana,NA,DOM,America/Dominica,3000000,2019-03-29T07:00:00,NA
318,WGC-Dell Technologies Match Play,2019-03-27T00:00:00,2019-03-31T00:00:00,FALSE,FALSE,FALSE,FALSE,Match,3f776a92-2746-4f03-a070-97f009b973a6,Austin Country Club,"Austin, TX",71,7108,Austin,TX,USA,America/Chicago,10250000,NA,NA
316,Valspar Championship,2019-03-21T00:00:00,2019-03-24T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,f9c4d4ec-6fe5-460c-9f56-814fbc0aac51,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71,7340,Palm Harbor,FL,USA,America/New York,6700000,2019-03-21T12:52:00,NA
315,THE PLAYERS Championship,2019-03-14T00:00:00,2019-03-17T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,b79a87f9-e868-4e10-8c42-2f06d7630f2a,TPC Sawgrass,"Ponte Vedra Beach, FL",72,7189,Ponte Vedra Beach,FL,USA,America/New York,12500000,2019-03-14T14:30:00,NA
314,Arnold Palmer Invitational Pres. By Mastercard,2019-03-07T00:00:00,2019-03-10T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,98743fc6-995f-4f16-88d2-7ca58b24d634,Bay Hill Club & Lodge,"Orlando, FL",72,7454,Orlando,FL,USA,America/New York,9100000,NA,NA
313,The Honda Classic,2019-02-28T00:00:00,2019-03-03T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,14366577-33fe-4e21-bb98-bd178b369c3b,PGA National (Champion),"Palm Beach Gardens, FL",70,7125,Palm Beach Gardens,FL,USA,America/New York,6800000,2019-02-28T11:45:00,NA
311,Puerto Rico Open,2019-02-21T00:00:00,2019-02-24T00:00:00,TRUE,FALSE,FALSE,FALSE,Stroke,742058ac-3c16-4842-8802-a764b72c4b44,Coco Beach Golf & CC,"Rio Grande, Pur",72,7506,Rio Grande,NA,PUR,America/Puerto Rico,3000000,NA,NA
312,WGC-Mexico Championship,2019-02-21T00:00:00,2019-02-24T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ded5cec3-8145-4d18-b73b-3fee8a38a0cd,Club de Golf Chapultepec,"Mexico City, Mex",71,7345,Mexico City,NA,MEX,America/Mexico City,10250000,NA,NA
310,Genesis Open,2019-02-14T00:00:00,2019-02-17T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,04cdb94a-2627-4656-8f93-051de3cdf5f9,Riviera CC,"Pacific Palisades, CA",71,7322,Pacific Palisades,CA,USA,America/Los Angeles,7400000,2019-02-15T07:40:00,NA
309,AT&T Pebble Beach Pro-Am,2019-02-07T00:00:00,2019-02-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,578cd649-c994-4283-b8f2-1b1a2663cc64,Pebble Beach GL,"Pebble Beach, CA",72,6960,Pebble Beach,CA,USA,America/Los Angeles,7600000,2019-02-07T09:50:00,NA
308,Waste Management Phoenix Open,2019-01-31T00:00:00,2019-02-03T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,45dd0784-11d7-4833-bbde-30d4060a88dc,TPC Scottsdale,"Scottsdale, AZ",71,7261,Scottsdale,AZ,USA,America/Phoenix,7100000,2019-02-01T07:20:00,NA
307,Farmers Insurance Open,2019-01-24T00:00:00,2019-01-27T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,8e324d4b-57ea-46a3-8078-98817d6e851d,Torrey Pines GC (South),"San Diego, CA",72,7258,San Diego,CA,USA,America/Los Angeles,7100000,2019-01-25T09:00:00,NA
306,Desert Classic,2019-01-17T00:00:00,2019-01-20T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ab9e1db3-3b03-42a5-a3fd-78d031714f8f,Stadium Course,"La Quinta, CA",72,7060,La Quinta,CA,USA,America/Los Angeles,5900000,2019-01-19T08:30:00,NA
305,Sony Open in Hawaii,2019-01-10T00:00:00,2019-01-13T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,58c1de5c-0067-4e6e-84ed-7524599f1ee1,Waialae CC,"Honolulu, HI",70,7044,Honolulu,HI,USA,Pacific/Honolulu,6400000,2019-01-11T07:00:00,NA
304,Sentry Tournament of Champions,2019-01-03T00:00:00,2019-01-06T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,86b8e001-f44f-41db-9f94-f7aaebe19755,Plantation Course at Kapalua,"Kapalua, Maui, HI",73,7518,"Kapalua, Maui",HI,USA,Pacific/Honolulu,6500000,NA,NA
303,QBE Shootout,2018-12-07T00:00:00,2018-12-09T00:00:00,FALSE,FALSE,FALSE,FALSE,Team,,Tiburón GC,"Naples, FL",NA,NA,Naples,FL,USA,America/New York,3400000,NA,NA
302,Hero World Challenge,2018-11-29T00:00:00,2018-12-02T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,87c32ab8-3380-45d1-9311-326190979b24,Albany,"New Providence, Bah",72,7309,New Providence,NA,BAH,America/Nassau,3500000,NA,NA
328,The Match: Tiger vs Phil,2018-11-23T00:00:00,2018-11-23T00:00:00,FALSE,FALSE,FALSE,FALSE,Match,e88f2126-7f23-4316-9f66-913e699e8409,Shadow Creek Golf Course,"Las Vegas, NV",72,7560,Las Vegas,NV,USA,America/Los Angeles,9000000,NA,NA
345,ISPS Handa Melbourne World Cup of Golf,2018-11-22T00:00:00,2018-11-25T00:00:00,FALSE,FALSE,FALSE,TRUE,Stroke,,The Metropolitan Golf Club,"South Oakleigh, Victoria, Aus",NA,NA,"South Oakleigh, Victoria",NA,AUS,Australia/Hobart,7000000,NA,NA
301,The RSM Classic,2018-11-15T00:00:00,2018-11-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e17a1758-a656-47c9-aaa7-a36170176750,Sea Island Resort (Seaside),"Sea Island, GA",70,7005,Sea Island,GA,USA,America/New York,6400000,NA,NA
300,Mayakoba Golf Classic,2018-11-08T00:00:00,2018-11-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,8a14957b-0c6a-427a-a623-03667c650df5,El Camaleon GC,"Playa del Carmen, Mex",71,6987,Playa del Carmen,NA,MEX,America/Cancun,7200000,NA,NA
299,Shriners Hospital for Children Open,2018-11-01T00:00:00,2018-11-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,1d770b4e-9410-41cf-91d8-929a18a0bddd,TPC Summerlin,"Las Vegas, NV",71,7255,Las Vegas,NV,USA,America/Los Angeles,NA,NA,NA
297,Sanderson Farms Championship,2018-10-25T00:00:00,2018-10-28T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,f919b713-50cc-4c9a-9283-5d8ae061de13,CC of Jackson,"Jackson, MS",72,7421,Jackson,MS,USA,America/Chicago,NA,NA,NA
298,WGC-HSBC CHAMPIONS,2018-10-24T00:00:00,2018-10-28T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,24a5a75b-c60e-4029-befb-caaec2f52d31,Sheshan International GC,"Shanghai, Chn",72,7261,Shanghai,NA,CHN,Asia/Shanghai,10000000,NA,NA
296,THE CJ CUP @ NINE BRIDGES,2018-10-17T00:00:00,2018-10-21T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,cc01dc5e-bba3-45c4-9af4-f3e8717d0afc,Nine Bridges,"Jeju Island, Kor",72,7196,Jeju Island,NA,KOR,Asia/Seoul,9500000,NA,NA
295,CIMB Classic,2018-10-10T00:00:00,2018-10-14T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,c365148b-a401-4c9f-9151-358e649d2c0d,TPC Kuala Lumpur,"Kuala Lumpur, Mas",71,6246,Kuala Lumpur,NA,MAS,Asia/Kuala Lumpur,7000000,NA,NA
294,Safeway Open,2018-10-04T00:00:00,2018-10-07T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,fe835a24-f198-4a8c-8561-0ecafb4b1b45,Silverado Resort and Spa North,"Napa, CA",72,7203,Napa,CA,USA,America/Los Angeles,NA,2018-10-05T07:10:00,NA
284,Ryder Cup,2018-09-28T00:00:00,2018-09-30T00:00:00,FALSE,FALSE,FALSE,FALSE,Team,06c4bf3d-234b-4e34-81c5-36b3bbec346c,Le Golf National,"Saint-Quentin-en-Yvelines, Fra",71,7214,Saint-Quentin-en-Yvelines,NA,FRA,Europe/France,NA,NA,NA
238,Tour Championship,2018-09-20T00:00:00,2018-09-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,1b688431-5102-4ae3-a0e3-0fb9ccfcfdec,East Lake GC,"Atlanta, GA",70,7362,Atlanta,GA,USA,America/New York,NA,2018-09-23T11:45:00,NA
237,BMW Championship,2018-09-06T00:00:00,2018-09-10T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,3df3e599-b2dc-4d78-a282-658cd3c2acc9,Medinah CC (No. 3),"Medinah, IL",70,7190,Medinah,IL,USA,America/Chicago,9250000,2018-09-09T07:30:00,NA
281,Dell Technologies Championship,2018-08-31T00:00:00,2018-09-03T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,4511a2b3-976b-4bc2-a0d1-334799a92b1f,TPC Boston,"Norton, MA",71,7342,Norton,MA,USA,America/New York,9000000,2018-08-31T13:16:00,NA
280,THE NORTHERN TRUST,2018-08-23T00:00:00,2018-08-26T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,d6677a91-17ab-4aa4-9d9f-2e484c15dcab,Ridgewood CC,"Paramus, NJ",71,7385,Paramus,NJ,USA,America/New York,9000000,2018-08-23T12:55:00,NA
279,Wyndham Championship,2018-08-16T00:00:00,2018-08-19T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,88b26ec2-9a07-4359-9e4f-915c381c37a5,Sedgefield CC,"Greensboro, NC",70,7127,Greensboro,NC,USA,America/New York,6000000,2018-08-17T07:00:00,NA
278,PGA Championship,2018-08-09T00:00:00,2018-08-12T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,3493243a-8ce6-40e9-bde5-fe8993084364,Bellerive CC,"St. Louis, MO",70,7316,St. Louis,MO,USA,America/Chicago,11000000,2018-08-09T08:23:00,NA
277,WGC-Bridgestone Invitational,2018-08-02T00:00:00,2018-08-05T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,4f5761bc-cf16-4ae9-9f19-67baa5d1bde3,Firestone CC (South),"Akron, OH",70,7400,Akron,OH,USA,America/New York,10000000,2018-08-02T10:40:00,NA
293,Barracuda Championship,2018-08-02T00:00:00,2018-08-05T00:00:00,FALSE,FALSE,FALSE,FALSE,Stableford,b4250745-28e1-469e-a733-e074962e8cb0,Montreux G&CC,"Reno, NV",72,7472,Reno,NV,USA,America/Los Angeles,3400000,NA,NA
276,RBC Canadian Open,2018-07-26T00:00:00,2018-07-29T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,fa2b17f5-67b4-465a-99e8-7c0886b15a1a,Glen Abbey GC,"Oakville,Ontario, Can",72,7253,"Oakville,Ontario",NA,Can,America/Toronto,6200000,2018-07-26T08:40:00,NA
275,The Open,2018-07-19T00:00:00,2018-07-22T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,a641fcd3-dc9a-4dbf-b7bc-3c2d8fe28592,Carnoustie GC,"Angus, Sco",71,7402,Angus,NA,SCO,Europe/London,10500000,2018-07-19T09:25:00,NA
292,Barbasol Championship,2018-07-19T00:00:00,2018-07-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,82df96e3-170b-464d-8006-325a4a5d04d8,Keene Trace Golf Club,"Nicholasville, KY",72,6869,Nicholasville,KY,USA,America/New York,3500000,2018-07-19T09:20:00,NA
274,John Deere Classic,2018-07-12T00:00:00,2018-07-15T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,46142203-dc19-4c66-b9c3-1b3d074e6ef4,TPC Deere Run,"Silvis, IL",71,7268,Silvis,IL,USA,America/Chicago,5800000,2018-07-12T13:10:00,NA
273,A Military Tribute at The Greenbrier,2018-07-05T00:00:00,2018-07-08T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,a99ce782-7b05-4563-b41d-ff51a6ffd6d0,The Old White TPC,"White Sulphur Springs, WV",70,7286,White Sulphur Springs,WV,USA,America/New York,7300000,2018-07-05T07:00:00,NA
