TournamentID,Name,StartDate,EndDate,IsOver,IsInProgress,Canceled,Covered,Format,SportRadarTournamentID,Venue,Location,Par,Yards,City,State,Country,TimeZone,Purse,StartDateTime,ZipCode
289,Quicken Loans National,2018-06-28T00:00:00,2018-07-01T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,51e18f90-178b-4169-a145-5008da07140e,TPC Potomac at Avenel Farm,"Potomac, MD",70,7107,Potomac,MD,USA,America/New York,7100000,2018-06-29T07:20:00,NA
272,Travelers Championship,2018-06-21T00:00:00,2018-06-24T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,7054997a-8f30-4f09-a059-7535e4a71c49,TPC River Highlands,"Cromwell, CT",70,6841,Cromwell,CT,USA,America/New York,7000000,2018-06-21T09:00:00,NA
271,U.S. Open,2018-06-14T00:00:00,2018-06-17T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ebdd3311-2abf-434d-9b7e-00396078c279,Shinnecock Hills GC,"Southampton, NY",70,7440,Southampton,NY,USA,America/New York,12000000,2018-06-15T06:45:00,NA
270,FedEx St. Jude Classic,2018-06-07T00:00:00,2018-06-10T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,429367ad-62fb-4542-aa29-6e3f8ed128c8,TPC Southwind,"Memphis, TN",70,7244,Memphis,TN,USA,America/Chicago,6600000,2018-06-07T12:10:00,NA
269,the Memorial Tournament pres. by Nationwide,2018-05-31T00:00:00,2018-06-03T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,579d7c64-2904-4ce6-b9b2-8998794278d1,Muirfield Village GC,"Dublin, OH",72,7392,Dublin,OH,USA,America/New York,NA,2018-06-01T07:20:00,NA
268,Fort Worth Invitational,2018-05-24T00:00:00,2018-05-27T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,b3b52f97-3c5f-49f8-94ac-e2f03f5879f4,Colonial CC,"Fort Worth, TX",70,7209,Fort Worth,TX,USA,America/Chicago,7100000,2018-05-24T08:00:00,NA
267,AT&T Byron Nelson,2018-05-17T00:00:00,2018-05-20T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,8972cf99-eabb-4cb4-8b38-9c256ea77c79,Trinity Forest Golf Club,"Dallas, TX",71,7380,Dallas,TX,USA,America/Chicago,7700000,2018-05-17T07:20:00,NA
266,THE PLAYERS Championship,2018-05-10T00:00:00,2018-05-13T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,6ff392df-0da8-45df-9733-f8460fd6dc8f,TPC Sawgrass,"Ponte Vedra Beach, FL",72,7189,Ponte Vedra Beach,FL,USA,America/New York,10500000,2018-05-10T08:49:00,NA
265,Wells Fargo Championship,2018-05-03T00:00:00,2018-05-06T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,f1458ef8-6d57-4b9d-b35b-ae163c35bf63,Quail Hollow Club,"Charlotte, NC",71,7600,Charlotte,NC,USA,America/New York,7700000,2018-05-03T14:10:00,NA
264,Zurich Classic of New Orleans,2018-04-26T00:00:00,2018-04-29T00:00:00,FALSE,FALSE,FALSE,FALSE,Team,8e6ebfbe-fc42-4310-b98e-70f15f7d66bb,TPC Louisiana,"Avondale, LA",72,7425,Avondale,LA,USA,America/Chicago,7200000,NA,NA
263,Valero Texas Open,2018-04-19T00:00:00,2018-04-22T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,98a3755f-451f-484d-b667-18eb720fcc7c,TPC San Antonio - AT&T Oaks,"San Antonio, TX",72,7435,San Antonio,TX,USA,America/Chicago,6200000,2018-04-19T08:10:00,NA
262,RBC Heritage,2018-04-12T00:00:00,2018-04-15T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ff7dfb16-bfe4-4acd-96cf-3696a923ffca,Harbour Town GL,"Hilton Head, SC",71,7099,Hilton Head,SC,USA,America/New York,6700000,2018-04-12T07:10:00,NA
261,2018 Masters Tournament,2018-04-05T00:00:00,2018-04-08T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,b404a8d5-5e33-4417-ae20-5d4d147042ee,Augusta National GC,"Augusta, GA",72,7435,Augusta,GA,USA,America/New York,11000000,2018-04-06T08:30:00,NA
260,Houston Open,2018-03-29T00:00:00,2018-04-01T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,93313ba8-53b8-4da6-be57-a6792f8fb6b3,GC of Houston,"Humble, TX",72,7441,Humble,TX,USA,America/Chicago,7000000,2018-03-30T07:20:00,NA
259,Corales Puntacana Resort & Club Championship,2018-03-22T00:00:00,2018-03-25T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,f25b3eb9-9794-4f6a-8da0-ddacfc93091b,Corales Golf Club,"Punta Cana, Dom",72,7670,Punta Cana,NA,DOM,America/Dominica,3000000,2018-03-22T06:50:00,NA
258,World Golf Championships-Dell Technologies Match Play,2018-03-21T00:00:00,2018-03-25T00:00:00,FALSE,FALSE,FALSE,FALSE,Match,cf359956-a086-4b55-b707-84b26f8f5e82,Austin Country Club,"Austin, TX",71,7108,Austin,TX,USA,America/Chicago,10000000,NA,NA
257,Arnold Palmer Invitational presented by Mastercard,2018-03-15T00:00:00,2018-03-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,2c6a8498-4a73-494b-92b9-29bbbcd1d015,Bay Hill Club & Lodge,"Orlando, FL",72,7419,Orlando,FL,USA,America/New York,8900000,2018-03-16T07:35:00,NA
256,Valspar Championship,2018-03-08T00:00:00,2018-03-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,64c5abe3-6c12-4d67-9252-e011966b1a71,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71,7278,Palm Harbor,FL,USA,America/New York,6500000,2018-03-09T06:50:00,NA
291,Puerto Rico Open Charity Day,2018-03-02T00:00:00,2018-03-03T00:00:00,FALSE,FALSE,FALSE,FALSE,Stroke,fb8556a3-23ed-4434-aedf-1ccf3f27e39e,TPC Dorado Beach Resort,"Dorado, Pur",71,7345,Dorado,NA,PUR,America/New York,NA,NA,NA
255,World Golf Championships-Mexico Championship,2018-03-01T00:00:00,2018-03-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e98250a5-f08f-480e-8dbc-2b1e88f8304c,Club de Golf Chapultepec,"Mexico City, Mex",71,7345,Mexico City,NA,MEX,America/Mexico City,10000000,2018-03-01T12:15:00,NA
254,The Honda Classic,2018-02-22T00:00:00,2018-02-25T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,f50ad093-6238-49e3-876c-c4d52f4f39e1,PGA National (Champion),"Palm Beach Gardens, FL",70,7140,Palm Beach Gardens,FL,USA,America/New York,6600000,2018-02-22T11:35:00,NA
253,Genesis Open,2018-02-15T00:00:00,2018-02-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,790ee99c-0c02-4d01-9230-98bc8510aaca,Riviera CC,"Pacific Palisades, CA",71,7322,Pacific Palisades,CA,USA,America/Los Angeles,7200000,2018-02-15T11:04:00,NA
252,AT&T Pebble Beach Pro-Am,2018-02-08T00:00:00,2018-02-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,a4becb4f-f940-4821-a393-7dac3511cbd1,Pebble Beach GL,"Pebble Beach, CA",71,6958,Pebble Beach,CA,USA,America/Los Angeles,7400000,2018-02-08T13:01:00,NA
251,Waste Management Phoenix Open,2018-02-01T00:00:00,2018-02-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,214384e9-0ce4-4b05-8ff3-56f9f1a4b995,TPC Scottsdale,"Scottsdale, AZ",71,7266,Scottsdale,AZ,USA,America/Phoenix,6900000,2018-02-01T13:35:00,NA
250,Farmers Insurance Open,2018-01-25T00:00:00,2018-01-28T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,d41c4833-caea-4247-a1b9-c9ccc48d9e08,Torrey Pines GC (South),"San Diego, CA",72,7698,San Diego,CA,USA,America/Los Angeles,6900000,2018-01-25T12:10:00,NA
249,CareerBuilder Challenge,2018-01-18T00:00:00,2018-01-21T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,0c1b3e0d-9cfb-416d-92ec-9518a87e94ec,Stadium Course,"La Quinta, CA",72,7159,La Quinta,CA,USA,America/Los Angeles,5900000,2018-01-18T11:40:00,NA
248,Sony Open in Hawaii,2018-01-11T00:00:00,2018-01-14T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,8efc0aa6-c708-4b82-8264-2c337db42e5e,Waialae CC,"Honolulu, HI",70,7044,Honolulu,HI,USA,Pacific/Honolulu,6200000,2018-01-11T16:40:00,NA
235,Sentry Tournament of Champions,2018-01-04T00:00:00,2018-01-07T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,93ede239-06a6-4e7a-a30b-1f3d04da11d5,Plantation Course at Kapalua,"Kapalua, Maui, HI",73,7452,"Kapalua, Maui",HI,USA,Pacific/Honolulu,6300000,2018-01-04T17:10:00,NA
234,QBE Shootout,2017-12-08T00:00:00,2017-12-10T00:00:00,FALSE,FALSE,FALSE,FALSE,Team,,Tiburón GC,"Naples, FL",NA,NA,Naples,FL,USA,America/New York,3300000,NA,NA
233,Hero World Challenge,2017-11-30T00:00:00,2017-12-03T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,e62314d0-ecbe-4fa1-87a7-90f91c575e6b,Albany,"New Providence, Bah",72,7309,New Providence,NA,BAH,America/Nassau,3500000,2017-11-30T11:32:00,NA
232,The RSM Classic,2017-11-16T00:00:00,2017-11-19T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,1a7d6bfa-de08-46bb-a4a1-d560ec33d066,Sea Island Resort (Seaside),"Sea Island, GA",72,7058,Sea Island,GA,USA,America/New York,6200000,2017-11-16T10:30:00,NA
231,OHL Classic at Mayakoba,2017-11-09T00:00:00,2017-11-12T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,82853167-05f1-4ad1-a023-5cb5cccadaf9,El Camaleon GC,"Playa del Carmen, Mex",71,6987,Playa del Carmen,NA,Mex,America/Cancun,7100000,2017-11-09T11:50:00,NA
230,Shriners Hospitals for Children Open,2017-11-02T00:00:00,2017-11-05T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,0f74b6a7-434b-47c4-837f-aca6a81da1c1,TPC Summerlin,"Las Vegas, NV",71,7255,Las Vegas,NV,USA,America/Los Angeles,6800000,2017-11-02T14:55:00,NA
229,World Golf Championships-HSBC Champions,2017-10-26T00:00:00,2017-10-29T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,19ed4286-74b9-4ad6-9f58-473c41437bc1,Sheshan International GC,"Shanghai, Chn",72,7261,Shanghai,NA,CHN,Asia/Shanghai,9750000,2017-10-28T22:35:00,NA
288,Sanderson Farms Championship,2017-10-26T00:00:00,2017-10-29T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,8e1f6c0a-6338-4126-b4e1-e23d310f3f7e,CC of Jackson,"Jackson, MS",72,7421,Jackson,MS,USA,America/Chicago,4300000,2017-10-26T08:30:00,NA
228,THE CJ CUP @ NINE BRIDGES,2017-10-19T00:00:00,2017-10-22T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,ba081e5d-040a-4d6a-8dcd-dbe1e46b0d25,Nine Bridges,"Jeju Island, Kor",72,7196,Jeju Island,NA,KOR,Seoul\South Korea,9250000,2017-10-20T20:10:00,NA
227,CIMB Classic,2017-10-12T00:00:00,2017-10-15T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,acdf4d81-3c8c-48e9-8046-6d9218cdcc62,TPC Kuala Lumpur,"Kuala Lumpur, Mas",71,6246,Kuala Lumpur,NA,MAS,Asia/Kuala Lumpur,7000000,2017-10-15T18:50:00,NA
226,Safeway Open,2017-10-05T00:00:00,2017-10-08T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,6ac41bbe-d3b9-4022-9223-3f20ff8f1af7,Silverado Resort and Spa North,"Napa, CA",72,7203,Napa,CA,USA,America/Los Angeles,6200000,2017-10-05T15:10:00,NA
158,Presidents Cup,2017-09-28T00:00:00,2017-10-01T00:00:00,TRUE,FALSE,FALSE,FALSE,Team,,Liberty National GC,"Jersey City, NJ",71,7328,Jersey City,NJ,USA,America/New York,NA,NA,NA
157,TOUR Championship,2017-09-21T00:00:00,2017-09-24T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,East Lake GC,"Atlanta, GA",70,7045,Atlanta,GA,USA,America/New York,8750000,2017-09-21T12:30:00,NA
156,BMW Championship,2017-09-14T00:00:00,2017-09-17T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Conway Farms GC,"Lake Forest, IL",71,7208,Lake Forest,IL,USA,America/Chicago,8750000,2017-09-14T14:43:00,NA
159,Dell Technologies Championship,2017-09-01T00:00:00,2017-09-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Boston,"Norton, MA",71,7342,Norton,MA,USA,America/New York,8750000,2017-09-01T08:15:00,NA
146,THE NORTHERN TRUST,2017-08-24T00:00:00,2017-08-27T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Glen Oaks Club,"Old Westbury, NY",70,7346,Old Westbury,NY,USA,America/New York,8750000,2017-08-24T12:00:00,NA
145,Wyndham Championship,2017-08-17T00:00:00,2017-08-20T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Sedgefield CC,"Greensboro, NC",70,7127,Greensboro,NC,USA,America/New York,5800000,2017-08-17T07:10:00,NA
144,PGA Championship,2017-08-10T00:00:00,2017-08-13T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Quail Hollow-PGA Championship,"Charlotte, NC",71,7600,Charlotte,NC,USA,America/New York,10500000,2017-08-10T09:15:00,NA
142,World Golf Championships-Bridgestone Invitational,2017-08-03T00:00:00,2017-08-06T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Firestone CC (South),"Akron, OH",70,7400,Akron,OH,USA,America/New York,9750000,2017-08-04T09:35:00,NA
143,Barracuda Championship,2017-08-03T00:00:00,2017-08-06T00:00:00,TRUE,FALSE,FALSE,FALSE,Stableford,,Montreux G&CC,"Reno, NV",72,7472,Reno,NV,USA,America/Los Angeles,3300000,NA,NA
141,RBC Canadian Open,2017-07-27T00:00:00,2017-07-30T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Glen Abbey GC,"Oakville,Ontario, Can",72,7253,"Oakville,Ontario",NA,Can,America/Toronto,6000000,2017-07-27T08:00:00,NA
139,The Open Championship,2017-07-20T00:00:00,2017-07-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Royal Birkdale GC,"Southport, Eng",70,7156,Southport,NA,ENG,Europe/London,10250000,2017-07-20T05:20:00,NA
140,Barbasol Championship,2017-07-20T00:00:00,2017-07-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,RTJ Trail (Grand National),"Auburn/Opelika, AL",71,7302,Auburn/Opelika,AL,USA,America/Chicago,3500000,2017-07-20T08:31:00,NA
138,John Deere Classic,2017-07-13T00:00:00,2017-07-16T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Deere Run,"Silvis, IL",72,7004,Silvis,IL,USA,America/Chicago,5600000,2017-07-13T08:40:00,NA
137,The Greenbrier Classic,2017-07-06T00:00:00,2017-07-09T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,The Old White TPC,"White Sulphur Springs, WV",70,7286,White Sulphur Springs,WV,USA,America/New York,7100000,2017-07-06T09:00:00,NA
136,Quicken Loans National,2017-06-29T00:00:00,2017-07-02T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Potomac at Avenel Farm,"Potomac, MD",70,7107,Potomac,MD,USA,America/New York,7100000,2017-06-29T07:26:00,NA
135,Travelers Championship,2017-06-22T00:00:00,2017-06-25T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC River Highlands,"Cromwell, CT",70,6841,Cromwell,CT,USA,America/New York,6800000,2017-06-22T12:00:00,NA
204,CVS Health Charity Classic,2017-06-19T00:00:00,2017-06-20T00:00:00,TRUE,FALSE,FALSE,FALSE,Stroke,,Rhode Island CC,"Barrington, RI",NA,NA,Barrington,RI,USA,America/New York,1500000,NA,NA
134,U.S. Open,2017-06-15T00:00:00,2017-06-18T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Erin Hills,"Erin, WI",72,7741,Erin,WI,USA,America/Chicago,12000000,2017-06-15T13:30:00,NA
133,FedEx St. Jude Classic,2017-06-08T00:00:00,2017-06-11T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Southwind,"Memphis, TN",70,7244,Memphis,TN,USA,America/Chicago,6400000,2017-06-08T09:40:00,NA
132,the Memorial Tournament presented by Nationwide,2017-06-01T00:00:00,2017-06-04T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Muirfield Village GC,"Dublin, OH",72,7392,Dublin,OH,USA,America/New York,8700000,2017-06-01T07:42:00,NA
131,DEAN & DELUCA Invitational,2017-05-25T00:00:00,2017-05-28T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Colonial CC,"Fort Worth, TX",70,7209,Fort Worth,TX,USA,America/Chicago,6900000,2017-05-25T13:00:00,NA
130,AT&T Byron Nelson,2017-05-18T00:00:00,2017-05-21T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Four Seasons Resort,"Irving, TX",70,7166,Irving,TX,USA,America/Chicago,7500000,2017-05-18T13:00:00,NA
129,THE PLAYERS Championship,2017-05-11T00:00:00,2017-05-14T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Sawgrass,"Ponte Vedra Beach, FL",72,7189,Ponte Vedra Beach,FL,USA,America/New York,10500000,2017-05-11T07:32:00,NA
128,Wells Fargo Championship,2017-05-04T00:00:00,2017-05-07T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Eagle Point Golf Club,"Wilmington, NC",72,7396,Wilmington,NC,USA,America/New York,7500000,2017-05-04T12:00:00,NA
127,Zurich Classic of New Orleans,2017-04-27T00:00:00,2017-04-30T00:00:00,TRUE,FALSE,FALSE,FALSE,Team,,TPC Louisiana,"Avondale, LA",72,7425,Avondale,LA,USA,America/Chicago,7100000,NA,70094
126,Valero Texas Open,2017-04-20T00:00:00,2017-04-23T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC San Antonio - AT&T Oaks,"San Antonio, TX",72,7435,San Antonio,TX,USA,America/Chicago,6200000,2017-04-20T13:10:00,78261
125,RBC Heritage,2017-04-13T00:00:00,2017-04-16T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Harbour Town GL,"Hilton Head, SC",71,7099,Hilton Head,SC,USA,America/New York,6500000,2017-04-14T07:10:00,29928
124,Masters Tournament,2017-04-06T00:00:00,2017-04-09T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Augusta National GC,"Augusta, GA",72,7435,Augusta,GA,USA,America/New York,10000000,2017-04-06T11:07:00,30904
123,Shell Houston Open,2017-03-30T00:00:00,2017-04-02T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,GC of Houston,"Humble, TX",72,7441,Humble,TX,USA,America/Chicago,7000000,2017-03-30T13:10:00,77396
122,Puerto Rico Open,2017-03-23T00:00:00,2017-03-26T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Coco Beach Golf & CC,"Rio Grande, Pur",72,7506,Rio Grande,NA,PUR,America/Puerto Rico,3000000,2017-03-23T00:00:00,00745
121,World Golf Championships-Dell Technologies Match Play,2017-03-22T00:00:00,2017-03-26T00:00:00,TRUE,FALSE,FALSE,FALSE,Match,,Austin Country Club,"Austin, TX",NA,NA,Austin,TX,USA,America/Chicago,9750000,NA,78746
120,Arnold Palmer Invitational presented by Mastercard,2017-03-16T00:00:00,2017-03-19T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Bay Hill Club & Lodge,"Orlando, FL",72,7419,Orlando,FL,USA,America/New York,8700000,2017-03-16T00:00:00,32819
119,Valspar Championship,2017-03-09T00:00:00,2017-03-12T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Innisbrook Resort (Copperhead),"Palm Harbor, FL",71,7340,Palm Harbor,FL,USA,America/New York,6300000,2017-03-09T00:00:00,34683
201,World Golf Championships-Mexico Championship,2017-03-02T00:00:00,2017-03-05T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Club de Golf Chapultepec,"Mexico City, Mex",71,7330,Mexico City,NA,MEX,America/Mexico City,9750000,2017-03-02T00:00:00,NA
118,The Honda Classic,2017-02-23T00:00:00,2017-02-26T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,PGA National (Champion),"Palm Beach Gardens, FL",70,7140,Palm Beach Gardens,FL,USA,America/New York,6400000,2017-02-23T00:00:00,33418
117,Genesis Open,2017-02-16T00:00:00,2017-02-19T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Riviera CC,"Pacific Palisades, CA",71,7322,Pacific Palisades,CA,USA,America/Los Angeles,7000000,2017-02-16T00:00:00,90272
116,AT&T Pebble Beach Pro-Am,2017-02-09T00:00:00,2017-02-12T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Pebble Beach GL,"Pebble Beach, CA",71,6958,Pebble Beach,CA,USA,America/Los Angeles,7200000,2017-02-09T00:00:00,93953
115,Waste Management Phoenix Open,2017-02-02T00:00:00,2017-02-05T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,TPC Scottsdale,"Scottsdale, AZ",71,7216,Scottsdale,AZ,USA,America/Phoenix,6700000,2017-02-02T00:00:00,85255
114,Farmers Insurance Open,2017-01-26T00:00:00,2017-01-29T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Torrey Pines GC (South),"San Diego, CA",72,7698,San Diego,CA,USA,America/Los Angeles,6700000,2017-01-26T00:00:00,92037
113,CareerBuilder Challenge,2017-01-19T00:00:00,2017-01-22T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Stadium Course,"La Quinta, CA",72,7113,La Quinta,CA,USA,America/Los Angeles,5800000,2017-01-19T00:00:00,92253
112,Sony Open in Hawaii,2017-01-12T00:00:00,2017-01-15T00:00:00,TRUE,FALSE,FALSE,TRUE,Stroke,,Waialae CC,"Honolulu, HI",70,7044,Honolulu,HI,USA,Pacific/Honolulu,6000000,2017-01-12T00:00:00,NA
